Icon,Title,Description,Exclusive,Type
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_388.png,The Flammable,"The greasy body seems as though it's been soaked in an oil tank. When ignited, the HP loss will be doubled.",Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_225.png,Expert Craftsman,"Skilled in crafting, the proficiency growth rate for cooking and crafting +50%.",Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_227.png,Butcher In Woods,Animal killer; Damage dealt to non-human creatures +10%.,Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_226.png,Skilled Hand,"Skilled in crafting, the proficiency growth rate for weapon crafting, armor crafting, and alchemy +50%.",Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_228.png,Death Bringer,"Gets a rush from attacking near-death enemies or enemies below 30% of Max HP, gaining a 25% chance to increase ATK and Movement Speed by 20%, and Attack Speed by 10% for 8 seconds. (CD: 30s)",Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_235.png,Manual Labor Expert,"Good at heavy works. Proficiency growth rate for wood planing, stone cutting, and kilning +50%",Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_221.png,Axe Killer,The ancestral throwing axe skill has the power to render prey fragile. Hitting a target with the throwing axe increases its DMG taken by 10% for 10 seconds.,Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_223.png,Lung Piercer,Throws off the prey's breathing rhythm. Hitting a target with the lance reduces its Stamina Recovery by 80% for 10 seconds.,Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_234.png,Skilled Work Expert,"Attentive to details. Proficiency growth rate for weaving, potting, and leatherworking +50%.",Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_217.png,Weapon Master,"Proficient in a variety of weapons, DMG dealt with any weapon +10%, Attack Speed +10%.",Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_218.png,Hardbone,A true master of endurance. Immune to critical hits if the unit's Resilience is above 50% when attacked.,Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_220.png,Nightwalker,"Get used to the dark and become a part of it. When moving at night, Movement Speed +10%, Crit +5%.",Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_387.png,Born Revolt,"Carries an unparalleled sense of self-importance, and never has recognition for others. The speed at which Recognition declines increases by 200%; when Recognition drops too low, defects the tribe with some assets; when Recognition falls below 400, reveals True Self, DMG dealt when attacking from the back of the enemy increases by 15%.",Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_385.png,Famous Trash,"Fragile mind is easy to break, Max Morale -50%.",Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_231.png,Mad Worker,Tireless as a machine and make people worry about the mental health. Max Morale +100%.,Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_238.png,Expert Slaughter,The best slaughter in the village; output from slaughtering animals increases by 20%.,Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_165.png,Tribe - Power of Crit,"As people from Claw Tribe, Crit Rate +[2,5,8]% permanently.",Claw,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_183.png,Tribe - Crit DMG & Heat Resist,"The Claw Tribe living in the Volcano has developed natural resistance; Scorching Heat Resist +[5,10,15], Crit DMG +[6,8,10]%.",Claw,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_163.png,Tribe - Power of Erosion,"As people from Claw Tribe, DMG to Flint Tribe, Fang Tribe, Outcast, and Plunderers enemies +[2,5,8]%.",Claw,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_177.png,Tribe - Crit DMG & Radiation Resist,"The Claw Tribe living in the Wasteland has developed natural resistance; Radiation Resist +[5,10,15], Crit DMG +[6,8,10]%.",Claw,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_171.png,Tribe - Crit DMG & Cold Resist,"The Claw Tribe living in the Snow Mountain has developed natural resistance; Cold Resist +[5,10,15], Crit DMG +[6,8,10]%.",Claw,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_172.png,Tribe - Crit & Cold Resist,"The Claw Tribe living in the Snow Mountain has developed natural resistance; Cold Resist +[5,10,15], Crit +[2,5,8]%.",Claw,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_184.png,Tribe - Crit DMG & Scorching Heat Resist,"The Claw Tribe living in the Volcano has developed natural resistance; Scorching Heat Resist +[5,10,15], Crit +[2,5,8]%.",Claw,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_178.png,Tribe - Crit & Radiation Resist,"The Claw Tribe living in the Wasteland has developed natural resistance; Radiation Resist +[5,10,15], Crit +[2,5,8]%.",Claw,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_164.png,Tribe - Wild Power,"As people from Claw Tribe, Crit DMG +[6,8,10]% permanently.",Claw,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_170.png,Tribe - Poison Immunity,"As people from Fang Tribe, Poison DMG taken -[15,20,25]% permanently.",Fang,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_182.png,Tribe - Poison & Radiation Resist,"The Fang Tribe living in the Wasteland has developed natural resistance; Radiation Resist +[5,10,15], Poison DMG taken -[15,20,25]%.",Fang,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_175.png,Tribe - Poison & Cold Resist,"The Fang Tribe living in the Snow Mountain has developed natural resistance; Cold Resist +[5,10,15], Poison Resist +[5,10,15].",Fang,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_188.png,Tribe - Poison DMG Immunity & Scorching Heat Resist,"The Fang Tribe lives in the Volcano and has developed natural resistance; Scorching Heat Resist +[5,10,15], Poison DMG taken -[15,20,25]%.",Fang,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_176.png,Tribe - Poison DMG Immunity & Cold Resist,"The Fang Tribe lives in the Snow Mountain and has developed natural resistance; Cold Resist +[5,10,15], Poison DMG taken -[15,20,25]%.",Fang,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_181.png,Tribe - Poison & Radiation Resist,"The Fang Tribe living in the Wasteland has developed natural resistance; Radiation Resist +[5,10,15], Poison Resist +[5,10,15].",Fang,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_187.png,Tribe - Poison & Scorching Heat Resist,"The Fang Tribe living in the Volcano has developed natural resistance; Scorching Heat Resist +[5,10,15], Poison Resist +[5,10,15].",Fang,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_169.png,Tribe - Poison Resist,"As people from Fang Tribe, Poison Resist +[20,25,30] permanently.",Fang,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_174.png,Tribe - DEF & Cold Resist,"The Flint Tribe living in the Snow Mountain has developed natural resistance; Cold Resist +[5,10,15], DEF +[3,6,9]%.",Flint,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_185.png,Tribe - Resilience & Scorching Heat Resist,"The Flint Tribe living in the Volcano has developed natural resistance; Scorching Heat Resist +[5,10,15], Max Resilience +[15,20,25].",Flint,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_167.png,Tribe - Power of Tenacity,"As people from Flint Tribe, Max Resilience +[15,20,25] permanently.",Flint,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_180.png,Tribe - DEF & Radiation Resist,"The Flint Tribe living in the Wasteland has developed natural resistance; Radiation Resist +[5,10,15], DEF +[3,6,9]%.",Flint,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_173.png,Tribe - Resilience & Cold Resist,"The Flint Tribe living in the Snow Mountain has developed natural resistance; Cold Resist +[5,10,15], Max Resilience +[15,20,25].",Flint,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_186.png,Tribe - DEF & Scorching Heat Resist,"The Flint Tribe living in the Volcano has developed natural resistance; Scorching Heat Resist +[5,10,15], DEF +[3,6,9]%.",Flint,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_179.png,Tribe - Resilience & Radiation Resist,"The Flint Tribe living in the Wasteland has developed natural resistance; Radiation Resist +[5,10,15], Max Resilience +[15,20,25].",Flint,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_166.png,Tribe - Power of Defense,"As people from Flint Tribe, DEF +[3,6,9]% permanently.",Flint,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_168.png,Tribe - Power of Crit Resist,"As people from Flint Tribe, Crit Resist +[3,6,9]% permanently.",Flint,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_191.png,Outcast - Scorching Heat Resist,"Folks living in the Volcano are getting used to the scorching heat. Scorching Heat Resist +[5,10,15].",Snow Mountain,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_189.png,Outcast - Cold Resist,"Folks living in the Snow Mountain are getting used to the cold. Cold Resist +[5,10,15].",Snow Mountain,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_190.png,Outcast - Radiation Resist,"Folks living in the Wasteland are getting used to the radiation. Radiation Resist +[5,10,15].",Snow Mountain,Tribe
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_162.png,Tribe - Survivor,"As a survivor of the tribe wars, you'll need strength to survive in this land. Max Load +20%.",,Tribe
