Icon,Title EN,Title PT,Description EN,Description PT,Exclusive EN,Exclusive PT,Type EN,Type PT
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_26.png,Slow Absorption (Food),Absorção Lenta (Alimento),"The food is digested slower, Satiety Consumption -[10,30,50]%.","O alimento é digerida mais lentamente, resultando em uma diminuição de -[10,30,50]% no consumo de alimentos.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_27.png,Slow Absorption (Water),Absorção Lenta (Água),"Slow water absorption. Water Consumption -[10,30,50]%","Hidratação lenta, resultando em uma diminuição de -[10,30,50]% no consumo de hidratação.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_28.png,Rapid Growth,Crescimento Rápido,"Good at reflecting on the past. Character EXP gained +[30,50,80]%.","Bom em refletir sobre o passado. A EXP de Crescimento ganha pelo personagem aumenta em +[30,50,80]%.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_29.png,Single Blade DMG Increase,Aumento de Dano da Lâmina de Uma Mão,"A blade is more powerful when used with one hand. Single blade DMG +[3,6,9]%.","Uma lâmina é mais poderosa quando usada com uma mão. O dano causado por uma lâmina de uma mão aumenta em +[3,6,9]%.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_3.png,Swift Pace,Passo Veloz,"Fast paced, Movement Speed +[3,6,9]%.","Ritmo rápido, aumenta a Velocidade de Movimento em +[3,6,9]%.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_30.png,Spear DMG Increase,Aumento de Dano da Lança,"A spear grants greater power. Spear DMG +[3,6,9]%.","Usar uma lança causa mais dano. O dano causado por lança aumenta em +[3,6,9]%.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_31.png,Bow DMG Increase,Aumento de Dano do Arco,"Using a bow deals more damage. Bow DMG +[3,6,9]%.","Usar um arco causa mais dano. O dano causado por arco aumenta em +[3,6,9]%.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_32.png,Hammer DMG Increase,Aumento de Dano do Martelo,"A hammer grants greater power. Hammer DMG +[3,6,9]%.","Um martelo maior confere maior poder. O dano causado por martelo aumenta em +[3,6,9]%.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_33.png,Gauntlets DMG Increase,Aumento de Dano das Manoplas,"Using a pair of gauntlets deals more damage. Gauntlets DMG +[3,6,9]%.","Usar um par de manoplas causa mais dano. O dano causado por manoplas aumenta em +[3,6,9]%.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_35.png,Dual-blade DMG Increase,Aumento de Dano da Lâmina de Duas Mãos,"Using a dual-blade deals more damage. Dual-blades DMG +[3,6,9]%.","Usar uma lâmina de duas mãos causa mais dano. O dano causado por lâmina de duas mãos aumenta em +[3,6,9]%.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_36.png,Hardened Skin - Anti-Pierce,Pele Endurecida - Antiperfuração,"Thick skin resists Pierce attacks. DMG taken from piercing-type attacks -[10,15,20]%.","Pele grossa, sofre -[10,15,20]% menos dano de perfuração.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_37.png,Hardened Skin - Anti-Slash,Pele Endurecida - Anticorte,"Thick skin resists slashes. DMG taken from slash-type attacks -[10,15,20]%.","Pele resistente a cortes, sofre -[10,15,20]% menos dano de Corte.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_38.png,Hardened Skin - Anti-Blunt Strike,Pele Endurecida - Anticontusão,"Thick skin resists slams. DMG taken from blunt-type attacks -[10,15,20]%.","Pele dura, sofre -[10,15,20]% menos dano de golpes cortantes.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_4.png,Fierce Attack,Ataque Feroz,"Launches a fierce attack, Attack Speed +[3,6,9]%.","Lança um ataque feroz, aumentando a Velocidade de Ataque em +[3,6,9]%.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_41.png,Trick Force,Astúcia,"Mastered how to use force most effectively. Stamina cost -[10,20,30]%.","Dominou a arte de usar a força de maneira mais eficaz. O custo de Vigor é reduzido em -[10,20,30]%..",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_43.png,Remote Strike,Ataque à Distância,"The attack gets stronger the farther away the enemy is. DMG to enemies 15 meters away +[3,6,9]%","Mais forte à distância. Aumenta o dano em +[3,6,9]% contra inimigos a mais de 15 m",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_44.png,Extraordinary Talent,Talento Extraordinário,"Blessing bestowed by the gods; triggering chance of all probabilistic talents +[10,15,20]%.","A bênção dos deuses aumenta a chance de ativação de todos os talentos probabilísticos em +[10,15,20]%.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_47.png,Quick Reload,Recarga Rápida,"A born genius, natural with all sorts of gadgets. Crossbow Tower, Ballista Reload Speed +[20,35,50]%.","Esse cara é esperto desde pequeno e aprende a usar qualquer equipamento rapidamente. A velocidade de recarga na Torre de Flechas e na Balista de Cerco é reduzida em +[20,35,50]%.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_49.png,Last Radiance,Último Resplendor,"Possesses tenacious vitality, able to recover 20% of HP in 5 seconds when HP is below [10,20,30]%. (CD: 40s)","Possui vitalidade tenaz, capaz de recuperar [10,20,30]% do PV por 5 segundos quando o PV está abaixo de 20%. (CD: 40s)",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_5.png,Powerful Attack,Ataque Poderoso,"Has a brutal strength. ATK +[3,6,9]%.","Força brutal inata que aumenta o ATQ em +[3,6,9]%.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_50.png,Wild Nature Awakened,Despertar da Natureza Selvagem,"Dangers of death will bring out the wildness within. When HP is below 30%, ATK +[10,15,20]%, Stamina +[10,15,20] per second, DEF -20%, lasting for 15 seconds. (CD: 30s)","Perigos da morte trazem à tona a selvageria interior. Quando o PV está abaixo de 30%, o ATQ aumenta em +[10,15,20]% e 10 de Vigor são recuperados por segundo, enquanto a própria DEF diminui em 20%, durando por 15 segundos. (CD: 30s)",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_53.png,Spreading Flames,Propagação das Chamas,"When I'm on fire, no one can escape! When the body is ignited, the burn effect can be transferred to enemies within a [1,2,3]m radius.","Eu queimei, ninguém vai escapar! Quando o corpo está em chamas, o efeito incendiário é transmitido para inimigos em um raio de [1,2,3] metro.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_54.png,Fatal,Fatal,"Damaging a target with less than 30% HP has a 20% chance to increase the damage by [15,20,25]% and inflict a 5-second hidden wound. If the target moves with haste while wounded, they’ll bleed heavily, losing HP equal to [40,60,80]% of the attacker's ATK per second.","Ao causar dano a alvos com menos de [15,20,25]% de PV, há [40,60,80]% de chance de aumentar o dano em 15% e aplicar uma ferida oculta por 5s. Durante esse tempo, sprintar causa sangramento intenso, drenando PV equivalente a 40% do seu ataque por segundo.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_56.png,Bite the Bullet,Suportando Tudo,"Potential is activated under the spur of motivation. When under attack, there is a 30% chance to increase self Max Load by [20,30,50]% for 10 seconds. (CD: 30s)","O potencial é ativado sob o estímulo da motivação. Quando sob ataque, há [20,30,50]% de chance de aumentar a Carga Máxima em 20% por 10 segundos. (CD: 30s)",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_58.png,Fire Deterrence,Dissuasão Flamejante,"The ghastly vision of the burning body deals a crushing blow to the enemy's courage, reducing their ATK and movement speed by 10% within a [3,5,8]m radius for 10 seconds, stacking up to 3 times.","A visão aterrorizante do corpo em chamas intimida inimigos, reduzindo o ataque e a velocidade de movimento em [3,5,8] em um raio de 3 metros por 10 segundos, acumulando até 3 vezes.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_59.png,Crave for Blood,Desejo de Sangue,"With the desire for blood, when attacking targets within 5 meters, has a 25% chance to convert [10,20,30]% of damage into HP restoration to self.","Com o desejo de sangue, ao atacar alvos a até 5 metros, tem [10,20,30]% de chance de converter 10% do dano em restauração de PV para si.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_6.png,Enhance DEF,Aumento de DEF,"Has a higher defense than most people, DEF +[3,6,9]%.","Tem uma defesa superior à da maioria das pessoas, aumentando a DEF em +[3,6,9]%.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_61.png,Surprise Attack,Ataque Surpresa,"Each part has weak spots. Has a [10%,15%,20] chance for taking any part hit as a weak spot.",Cada parte tem pontos fracos. Atacar qualquer parte tem 15% de chance de considerá-la como um ponto fraco.,,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_64.png,Clever Escape,Fuga Inteligente,"Stores up Stamina to make a quick getaway at any time, also recovers [10,15,25] Stamina from Hitstun. (CD: 5s)","Guarda Vigor para fazer uma fuga rápida a qualquer momento, também recupera [10,15,25] de Vigor ao sofrer Tontura. (CD: 5s)",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_66.png,Hardened Body,Corpo Endurecido,"When facing threats, the body tenses up instantly. During Hitstun, there is a 20% chance of gaining Superarmor for [1,2,3] seconds. (CD: 5s)","Ao enfrentar uma ameaça, retesa o corpor instantaneamente. Quando afetado por Tontura, há 20% de chance de obter [1,2,3] segundos de Corpo Robusto. (CD: 5s)",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_67.png,Head Stress Response,Resposta ao Estresse da Cabeça,"The stress response has a 20% chance to kick in when the head is attacked, DMG taken -[20,30,50]% for 5 seconds. (CD: 12s)","Ao ser atingido na cabeça, há -[20,30,50]% de chance de gerar uma resposta ao estresse, reduzindo o dano recebido em 20% nos próximos 5s. (CD: 12s)",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_68.png,Arm Stress Response,Resposta ao Estresse do Braço,"The stress response has a 20% chance to kick in when the arm is attacked, DMG taken -[20,30,50]% for 5 seconds. (CD: 12s)","Ao ser atingido no braço, há -[20,30,50]% de chance de gerar uma resposta ao estresse, reduzindo o dano recebido em 20% nos próximos 5s. (CD: 12s)",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_69.png,Torso Stress Response,Resposta ao Estresse do Tronco,"The stress response has a 20% chance to kick in when the torso is attacked, DMG taken -[20,30,50]% for 5 seconds. (CD: 12s)","Ao ser atingido no tronco, há -[20,30,50]% de chance de gerar uma resposta ao estresse, reduzindo o dano recebido em 20% nos próximos 5s. (CD: 12s)",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_7.png,Injury Relieve,Alívio de Lesão,"Born to be tough and resilient, DMG taken -[3,6,9]%.","Nasceu para resistir, sofre -[3,6,9]% menos dano.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_70.png,Thigh Stress Response,Resposta ao Estresse da Coxa,"The stress response has a 20% chance to kick in when the thigh is attacked, DMG taken -[20,30,50]% for 5 seconds. (CD: 12s)","Ao ser atingido na coxa, há -[20,30,50]% de chance de gerar uma resposta ao estresse, reduzindo o dano recebido em 20% nos próximos 5s. (CD: 12s)",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_72.png,Torso Destruction,Destruição do Tronco,"Familiar with torso structure. When attacking the torso of the target, has a 20% chance to increase DMG by [10,15,25]%.","Familiarizado com a estrutura do tronco. Ao atacar o tronco do alvo, tem [10,15,25]% de chance de aumentar o Dano em 10%.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_75.png,Weak Spot Enhance,Aprimoramento de Ponto Fraco,"Intentionally strengthens own weak spots. Damage taken when hit -[20,40,60]%.","Fortalece intencionalmente seus próprios pontos fracos, reduzindo o dano sofrido em -[20,40,60]% quando são atingidos.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_76.png,Fight Back,Contra-Ataque,"Each joint of the body is a lethal weapon. When a body part(except head) other than the weak spots is hit by a melee attack within a 5m range, [10,15,20]% of the damage is returned back to the attacker.","Cada articulação do corpo é uma arma letal. Quando uma parte do corpo (exceto a cabeça) que não seja um ponto fraco é atingida por um ataque corpo a corpo dentro de um alcance de 5 m, [10,15,20]% do dano é devolvido ao atacante.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_77.png,Weakness Thump,Golpe no Ponto Fraco,"Attacking the enemy's weak spot has a 25% chance of increasing damage by [15,20,25]%.","Atacar o ponto fraco do inimigo tem [15,20,25]% de chance de aumentar o dano em 15%.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_78.png,Loadless Fast Marching,Marcha Rápida com Pouca Carga,"Unleash agility with a lighter pack. Movement Speed +[5,10,15]% when the Load is less than 50%.","Libera agilidade com uma carga mais leve. A Velocidade de Movimento aumenta em +[5,10,15]% quando a Carga está abaixo de 50%.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_8.png,Full Vitality,Vitalidade Completa,"A rosy, glowing complexion indicates good health, Max HP +[3,6,9]%.","Complexão rosada e brilhante indica boa saúde, aumenta o PV máximo em +[3,6,9]%.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_80.png,Loaded Raid,Incursão Carregada,"Travels faster despite carrying weight. When load is above 90%, Movement Speed +[10,20,40]%.","Viaja mais rápido apesar de carregar peso. Quando a carga está acima de 90%, a Velocidade de Movimento aumenta em +[10,20,40]%.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_81.png,Endurance,Resistência,"After fending off an enemy attack, DEF +[30,50,80]% for 12 seconds and gains immunity to critical hits during this time. (CD: 30s)","Ao defender um ataque inimigo, aumenta a defesa em +[30,50,80]% por 12s. Durante esse período, não pode sofrer acertos críticos. (Recarga: 30s)",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_82.png,Defense to Offense,Defensiva para Ofensiva,"Mastered great skills for reflecting attacks. Returns a [20,35,50]% of damage to the attacker after successfully reflecting the enemy's melee attack.","Dominou grandes habilidades para refletir ataques. Retorna [20,35,50]% do dano ao atacante após refletir com sucesso o ataque corpo a corpo do inimigo.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_83.png,Dodge and Strike,Esquivar e Atacar,"Successfully dodging an enemy attack increases Movement Speed +[10,20,30]%, Attack Speed +[10,20,30]%, ATK +[5,7.5,10]% for 5 seconds. (CD: 10s)","Após desviar com sucesso de um ataque inimigo, aumenta em +[10,20,30]% a Velocidade de Movimento e de Ataque, e em 7,5% o ATQ por 5s (CD: 10s)",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_85.png,Extreme Dodge,Esquiva Extrema,"Instantly recovers [15,25,35] Stamina after dodging enemy attacks.","Recupera [15,25,35] de Vigor imediatamente após esquivar-se com sucesso de um ataque.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_88.png,Static Recovery,Recuperação Estática,"Life is in stillness. When remaining stationary for 15 seconds without any movement, slowly recovers HP equal to [15,20,25]% of DEF per second.","Vida em repouso. Ao ficar sem se movimentar por 15 s, inicia uma recuperação gradual, recuperando [15,20,25]% da DEF em PV por segundo.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_9.png,Light Footsteps,Passos Leves,"Takes soft steps, reducing the volume footfall noise by [10,30,50]%.","Caminha com passos suaves, reduzindo o volume do barulho dos passos em [10,30,50]%.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_92.png,Quick Bandaging,Bandagem Rápida,"The multi-time [3,2,1] rd place of the tribe's bandaging competition. Bandage Time -[30%,40%,50%]%","Já ganhou o terceiro lugar várias vezes no campeonato de bandagem organizado pela tribo. O tempo de bandagem é reduzido em [3,2,1].",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_95.png,Blood Absorption,Absorção de Sangue,"Satiate hunger with blood. Dealing damage to targets within 5 meters has a [5,10,15]% chance to inflict additional damage equal to 3% of their Max HP (up to 100 HP) and heal the attacker for the same amount. This effect is 5% stronger (up to 150 HP) against bleeding targets.","Sede de Sangue: ao causar dano a um alvo dentro de 5 metros, há [5,10,15]% de chance de fazê-lo perder 3% do PV máximo (até 100 pontos) e restaurar a mesma quantidade para o atacante. Se o alvo estiver sangrando, o efeito aumenta para 5% (até 150 pontos).",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_97.png,Fight to Death,Lutar até a Morte,"Prefers counterattack to defense. When attacked, has a 20% chance to increase own ATK by [20,30,50]% at the cost of reducing DEF by [20,30,50]% for 15 seconds. (CD: 25s)","Prefere o contra-ataque à defesa. Quando atacado, tem [20,30,50]% de chance de aumentar seu próprio ATQ em [20,30,50]% ao custo de reduzir a própria DEF em 20% por 15 segundos. (CD: 25s)",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_99.png,Bloodbath Recovery,Recuperação de Banho de Sangue,"Blood is life. Taking damage has a 20% chance to activate Bloodlust Recovery, restoring HP equal to [10,20,30]% of own ATK per second for 15 seconds. HP lost to Bleeding during this effect is converted into [1.0,1.25,1.5]x the amount of HP recovery. (CD: 25s)","Sangue é vida. Ao ser atacado, há [10,20,30]% de chance de lamber o sangue para se curar, restaurando 30% da vida com base no seu poder de ataque por segundo, durante 15s. Durante esse tempo, a vida perdida por sangramento será convertida em 1,5 vezes a vida recuperada. (Tempo de recarga: 25s)",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_217.png,Weapon Master,Mestre das Armas,"Proficient in a variety of weapons, DMG dealt with any weapon +10%, Attack Speed +10%.","Proficiente em uma variedade de armas, o dano causado com qualquer arma aumenta em 10% e a Velocidade de Ataque aumenta em 10%.",,Nenhum,Title,Título
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_218.png,Hardbone,Osso Duro,A true master of endurance. Immune to critical hits if the unit's Resilience is above 50% when attacked.,"Ninguém apanha melhor do que ele. Se a resiliência atual estiver acima de 50%, não pode sofrer acertos críticos.",,Nenhum,Title,Título
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_219.png,Heartcaptor,Conquistador de Corações,The notorious executioner of the tribe. +12% Damage when attacking the Torso of the target.,"Como um carrasco da tribo de reputação notória, o dano causado à região do Tronco aumenta permanentemente em 12%.",,Nenhum,Title,Título
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_220.png,Nightwalker,Contra-Ataque,"Get used to the dark and become a part of it. When moving at night, Movement Speed +10%, Crit +5%.",Adapte-se à escuridão e seja parte dela. Aumenta a Velocidade de Movimento em 10% e o Crít. em 5% durante a noite.,,Nenhum,Title,Título
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_221.png,Axe Killer,Recuperação Habilidosa,The ancestral throwing axe skill has the power to render prey fragile. Hitting a target with the throwing axe increases its DMG taken by 10% for 10 seconds.,Uma técnica ancestral de arremesso de machadinhas que pode enfraquecer a presa. Acertar um alvo com uma machadinha aumentará o dano que ele recebe em 10% por 10 segundos.,,Nenhum,Title,Título
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_222.png,Fly Cutter Assassin,Assassino da Faca de Arremesso,"Made a name by taking down a tribal leader with a fly cutter from several meters away, leaving him bleeding out. When hitting the target, inflicts a bleeding effect that drains HP equal to 20% of self ATK per second, lasting 10s, and stackable.","Ganhou fama ao matar um chefe de uma tribo a vários metros de distância com uma faca de arremesso, fazendo-o sangrar até a morte. É capaz de causar um efeito de sangramento de 20% do poder de ataque por segundo, com duração de 10 segundos, podendo ser acumulado.",,Nenhum,Title,Título
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_223.png,Lung Piercer,Profissional em Corte de Madeira,Throws off the prey's breathing rhythm. Hitting a target with the lance reduces its Stamina Recovery by 80% for 10 seconds.,"Desestabiliza a respiração do alvo, fazendo a presa entrar em pânico. Acertar um alvo com uma lança reduzirá sua capacidade de recuperação de vigor em 80% por 10 segundos.",,Nenhum,Title,Título
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_224.png,Archery Master,Aceleração sob Estresse,"The prey's destiny is sealed as the arrow leaves the bowstring. Using a bow grants a 20% chance to designate any hit part as a weak spot, and reduces the target's Movement Speed by 50% for 6 seconds.",O destino da presa é selado no momento em que a flecha deixa o arco. Arcos têm 20% de chance de considerar qualquer parte do corpo atingida como um ponto fraco e reduzir a velocidade de movimento do alvo em 50% por 6 segundos.,,Nenhum,Title,Título
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_225.png,Expert Craftsman,Origem - Artesão,"Skilled in crafting, the proficiency growth rate for cooking and crafting +50%.","Hábil em artesanato, a taxa de crescimento da proficiência em culinária e artesanato aumenta em 50%.",,Nenhum,Title,Título
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_226.png,Skilled Hand,Não gosta de calor ameno,"Skilled in crafting, the proficiency growth rate for weapon crafting, armor crafting, and alchemy +50%.","Hábil em artesanato, a taxa de crescimento da proficiência em fabricação de armas, fabricação de armaduras e alquimia aumenta em 50%.",,Nenhum,Title,Título
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_227.png,Butcher In Woods,Açougueiro na Floresta,Animal killer; Damage dealt to non-human creatures +10%.,"Assassino de animais, aumenta o dano em 10% contra criaturas não humanas.",,Nenhum,Title,Título
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_228.png,Death Bringer,Determinado,"Gets a rush from attacking near-death enemies or enemies below 30% of Max HP, gaining a 25% chance to increase ATK and Movement Speed by 20%, and Attack Speed by 10% for 8 seconds. (CD: 30s)","Atacar inimigos com PV abaixo de 30% ou em estado crítico causar entusiasmo, com 25% de chance de aumentar temporariamente o poder de ataque em 20%, a velocidade de movimento em 20%, e a velocidade de ataque em 10%, por 8 segundos. (CD: 30s)",,Nenhum,Title,Título
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_229.png,Chest Breaker,Mais e Mais Coragem,"Able to quickly open any box, no matter how intricate it is. The speed of opening boxes +80%.","Capaz de abrir rapidamente qualquer caixa, não importa quão intrincada seja. A velocidade de abertura de caixas aumenta em 80%.",,Nenhum,Title,Título
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_230.png,The Chosen,Uma predileção por frio,"There are always a few lucky folks in every village, and I'm one of them! Chance of dropping rare items +20%.","Em cada vila, sempre há algumas pessoas com muita sorte, e eu sou uma delas. A probabilidade de queda de itens raros aumenta em 20%.",,Nenhum,Title,Título
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_231.png,Mad Worker,Tiro Rápido,Tireless as a machine and make people worry about the mental health. Max Morale +100%.,"Incansável como uma máquina, as pessoas até se preocupam com sua saúde mental. O Moral Máximo aumenta em 100%.",,Nenhum,Title,Título
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_232.png,The Unburned,Ignífugo,"Because of their strange skin, tribesmen see them as alien. They are not affected by burn or ignition effects.","A estrutura de sua pele é incomum, fazendo com que os membros da tribo o vejam como um estranho. Efeitos de queimadura ou incineração não causam nenhum dano.",,Nenhum,Title,Título
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_233.png,Blood Drinker,Absorção de Sangue,"Blood nourishment. 40% of Bleeding DMG dealt to melee targets is converted into healing. If the unit is currently Bleeding, this effect is increased to 80%.","Transforma sangue em vida. Ao causar dano de sangramento a inimigos próximos, 40% do dano vira cura. Se estiver sangrando, a cura aumenta para 80%.",,Nenhum,Title,Título
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_234.png,Skilled Work Expert,Recuperação Habilidosa,"Attentive to details. Proficiency growth rate for weaving, potting, and leatherworking +50%.","Atento aos detalhes. A taxa de crescimento da proficiência em tecelagem, cerâmica e curtume aumenta em 50%.",,Nenhum,Title,Título
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_235.png,Manual Labor Expert,Origem - Trabalhador,"Good at heavy works. Proficiency growth rate for wood planing, stone cutting, and kilning +50%","Bom em trabalhos pesados, com um aumento de 50% na taxa de crescimento da proficiência com madeira, pedra e forno.",,Nenhum,Title,Título
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_236.png,Born Laborer,Origem - Trabalhador,"Destined to be a hardworking laborer, with a 50% increase in proficiency growth rate for logging, mining.","Destinado a ser um trabalhador esforçado, com um aumento de 50% na taxa de crescimento da proficiência em corte de madeira e mineração.",,Nenhum,Title,Título
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_237.png,Farming Expert,Vigor Esgotado,Experienced in farming. The crops the character plants grow 20% faster.,Tem bastante experiência com agricultura: as plantações cultivadas pessoalmente crescem 20% mais rápido.,,Nenhum,Title,Título
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_238.png,Expert Slaughter,Último Esforço,The best slaughter in the village; output from slaughtering animals increases by 20%.,O melhor açougueiro da vila: aumenta em 20% os recursos obtidos ao abater animais.,,Nenhum,Title,Título
